,match_id,player,row,crosscourt,down_middle,down_the_line,inside_out,inside_in,tourney_date,sm,tourney_name,sm2
8938,19940508-M-Hamburg_Masters-F-Yevgeny_Kafelnikov-Andrei_Medvedev,Andrei Medvedev,Total,169,219,57,30,2,19940508,M,Hamburg_Masters,F
8942,19970518-M-Rome_Masters-F-Alex_Corretja-Marcelo_Rios,Alex Corretja,Total,172,106,47,46,21,19970518,M,Rome_Masters,F
8946,19970518-M-Rome_Masters-F-Alex_Corretja-Marcelo_Rios,Marcelo Rios,Total,214,90,57,44,4,19970518,M,Rome_Masters,F
8950,19950430-M-Monte_Carlo_Masters-F-Boris_Becker-Thomas_Muster,Boris Becker,Total,98,38,33,31,3,19950430,M,Monte_Carlo_Masters,F
8954,19950430-M-Monte_Carlo_Masters-F-Boris_Becker-Thomas_Muster,Thomas Muster,Total,124,72,53,25,13,19950430,M,Monte_Carlo_Masters,F
8958,20120512-M-Madrid_Masters-SF-Tomas_Berdych-Juan_Martin_Del_Potro,Tomas Berdych,Total,75,42,32,29,4,20120512,M,Madrid_Masters,SF
8962,20120512-M-Madrid_Masters-SF-Tomas_Berdych-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,98,50,14,18,4,20120512,M,Madrid_Masters,SF
8966,20170121-M-Australian_Open-R32-Rafael_Nadal-Alexander_Zverev,Rafael Nadal,Total,177,115,74,76,10,20170121,M,Australian_Open,R32
8970,20170121-M-Australian_Open-R32-Rafael_Nadal-Alexander_Zverev,Alexander Zverev,Total,228,115,58,71,8,20170121,M,Australian_Open,R32
8974,20180121-M-Australian_Open-R16-Grigor_Dimitrov-Nick_Kyrgios,Grigor Dimitrov,Total,131,89,39,50,19,20180121,M,Australian_Open,R16
8978,20180121-M-Australian_Open-R16-Grigor_Dimitrov-Nick_Kyrgios,Nick Kyrgios,Total,168,45,47,52,8,20180121,M,Australian_Open,R16
8982,20180408-M-Davis_Cup_World_Group_QF-RR-David_Ferrer-Philipp_Kohlschreiber,David Ferrer,Total,215,126,69,93,17,20180408,M,Davis_Cup_World_Group_QF,RR
8986,20180408-M-Davis_Cup_World_Group_QF-RR-David_Ferrer-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,252,124,56,71,19,20180408,M,Davis_Cup_World_Group_QF,RR
8990,20060618-M-Halle-F-Roger_Federer-Tomas_Berdych,Roger Federer,Total,50,46,16,19,2,20060618,M,Halle,F
8994,20060618-M-Halle-F-Roger_Federer-Tomas_Berdych,Tomas Berdych,Total,59,32,12,25,1,20060618,M,Halle,F
8998,20040306-M-Dubai-F-Roger_Federer-Feliciano_Lopez,Roger Federer,Total,53,41,22,12,5,20040306,M,Dubai,F
9002,20040306-M-Dubai-F-Roger_Federer-Feliciano_Lopez,Feliciano Lopez,Total,57,48,14,22,9,20040306,M,Dubai,F
9006,19960428-M-Monte_Carlo_Masters-F-Albert_Costa-Thomas_Muster,Albert Costa,Total,332,138,70,85,27,19960428,M,Monte_Carlo_Masters,F
9010,19960428-M-Monte_Carlo_Masters-F-Albert_Costa-Thomas_Muster,Thomas Muster,Total,281,188,87,66,21,19960428,M,Monte_Carlo_Masters,F
9014,20180415-M-Houston-F-Steve_Johnson-Tennys_Sandgren,Steve Johnson,Total,126,35,34,44,19,20180415,M,Houston,F
9018,20180415-M-Houston-F-Steve_Johnson-Tennys_Sandgren,Tennys Sandgren,Total,140,47,23,57,8,20180415,M,Houston,F
9022,19891203-M-Tour_Finals-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Total,63,26,24,12,0,19891203,M,Tour_Finals,F
9026,19891203-M-Tour_Finals-F-Stefan_Edberg-Boris_Becker,Boris Becker,Total,69,40,30,18,1,19891203,M,Tour_Finals,F
9030,19870607-M-Roland_Garros-F-Mats_Wilander-Ivan_Lendl,Mats Wilander,Total,441,256,99,76,9,19870607,M,Roland_Garros,F
9034,19870607-M-Roland_Garros-F-Mats_Wilander-Ivan_Lendl,Ivan Lendl,Total,494,218,50,131,10,19870607,M,Roland_Garros,F
9038,19931107-M-Paris_Masters-F-Andrei_Medvedev-Goran_Ivanisevic,Andrei Medvedev,Total,71,55,15,15,1,19931107,M,Paris_Masters,F
9042,19931107-M-Paris_Masters-F-Andrei_Medvedev-Goran_Ivanisevic,Goran Ivanisevic,Total,51,53,15,20,0,19931107,M,Paris_Masters,F
9046,20120608-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,153,75,36,40,2,20120608,M,Roland_Garros,SF
9050,20120608-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Total,137,97,39,50,5,20120608,M,Roland_Garros,SF
9054,20140411-M-Houston-QF-Donald_Young-Fernando_Verdasco,Donald Young,Total,58,29,25,18,8,20140411,M,Houston,QF
9058,20140411-M-Houston-QF-Donald_Young-Fernando_Verdasco,Fernando Verdasco,Total,71,16,25,31,5,20140411,M,Houston,QF
9062,19930307-M-Indian_Wells_Masters-F-Jim_Courier-Wayne_Ferreira,Jim Courier,Total,78,38,8,32,3,19930307,M,Indian_Wells_Masters,F
9066,19930307-M-Indian_Wells_Masters-F-Jim_Courier-Wayne_Ferreira,Wayne Ferreira,Total,65,47,23,26,4,19930307,M,Indian_Wells_Masters,F
9070,20000213-M-Marseille-F-Marc_Rosset-Roger_Federer,Marc Rosset,Total,45,22,9,10,3,20000213,M,Marseille,F
9074,20000213-M-Marseille-F-Marc_Rosset-Roger_Federer,Roger Federer,Total,40,25,13,29,9,20000213,M,Marseille,F
9078,19990314-M-Indian_Wells_Masters-F-Carlos_Moya-Mark_Philippoussis,Carlos Moya,Total,77,62,23,90,11,19990314,M,Indian_Wells_Masters,F
9082,19990314-M-Indian_Wells_Masters-F-Carlos_Moya-Mark_Philippoussis,Mark Philippoussis,Total,104,43,29,30,5,19990314,M,Indian_Wells_Masters,F
9086,20070303-M-Dubai-F-Roger_Federer-Mikhail_Youzhny,Roger Federer,Total,62,46,20,20,2,20070303,M,Dubai,F
9090,20070303-M-Dubai-F-Roger_Federer-Mikhail_Youzhny,Mikhail Youzhny,Total,69,41,18,31,0,20070303,M,Dubai,F
9094,20091108-M-Basel-F-Roger_Federer-Novak_Djokovic,Roger Federer,Total,122,76,15,43,8,20091108,M,Basel,F
9098,20091108-M-Basel-F-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,118,70,25,49,4,20091108,M,Basel,F
9102,20140615-M-Halle-F-Roger_Federer-Alejandro_Falla,Roger Federer,Total,71,55,18,20,3,20140615,M,Halle,F
9106,20140615-M-Halle-F-Roger_Federer-Alejandro_Falla,Alejandro Falla,Total,82,38,27,18,0,20140615,M,Halle,F
9110,19931031-M-Stockholm_Masters-F-Michael_Stich-Goran_Ivanisevic,Michael Stich,Total,15,11,10,4,0,19931031,M,Stockholm_Masters,F
9114,19931031-M-Stockholm_Masters-F-Michael_Stich-Goran_Ivanisevic,Goran Ivanisevic,Total,20,9,12,8,1,19931031,M,Stockholm_Masters,F
9118,20120617-M-Halle-F-Tommy_Haas-Roger_Federer,Tommy Haas,Total,58,47,16,16,2,20120617,M,Halle,F
9122,20120617-M-Halle-F-Tommy_Haas-Roger_Federer,Roger Federer,Total,69,32,17,28,3,20120617,M,Halle,F
9126,19941119-M-Tour_Finals-SF-Pete_Sampras-Andre_Agassi,Pete Sampras,Total,109,30,38,14,4,19941119,M,Tour_Finals,SF
9130,19941119-M-Tour_Finals-SF-Pete_Sampras-Andre_Agassi,Andre Agassi,Total,129,30,38,20,2,19941119,M,Tour_Finals,SF
9134,19921101-M-Stockholm_Masters-F-Guy_Forget-Goran_Ivanisevic,Guy Forget,Total,87,63,24,25,4,19921101,M,Stockholm_Masters,F
9138,19921101-M-Stockholm_Masters-F-Guy_Forget-Goran_Ivanisevic,Goran Ivanisevic,Total,69,68,18,26,0,19921101,M,Stockholm_Masters,F
9142,20180501-M-Munich-R32-Ivo_Karlovic-Philipp_Kohlschreiber,Ivo Karlovic,Total,15,8,3,5,0,20180501,M,Munich,R32
9145,20180501-M-Munich-R32-Ivo_Karlovic-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,24,6,10,14,1,20180501,M,Munich,R32
9149,20180503-M-Munich-R16-Mischa_Zverev-Philipp_Kohlschreiber,Mischa Zverev,Total,49,37,15,18,1,20180503,M,Munich,R16
9153,20180503-M-Munich-R16-Mischa_Zverev-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,51,23,22,13,4,20180503,M,Munich,R16
9157,20180506-M-Munich-F-Philipp_Kohlschreiber-Alexander_Zverev,Philipp Kohlschreiber,Total,68,26,15,24,2,20180506,M,Munich,F
9161,20180506-M-Munich-F-Philipp_Kohlschreiber-Alexander_Zverev,Alexander Zverev,Total,66,27,27,11,1,20180506,M,Munich,F
9165,20100613-M-Halle-F-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,135,87,46,40,9,20100613,M,Halle,F
9169,20100613-M-Halle-F-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,154,57,36,58,2,20100613,M,Halle,F
9173,20180505-M-Munich-SF-Maximilian_Marterer-Philipp_Kohlschreiber,Maximilian Marterer,Total,65,21,14,12,7,20180505,M,Munich,SF
9177,20180505-M-Munich-SF-Maximilian_Marterer-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,58,23,24,11,3,20180505,M,Munich,SF
9181,20180504-M-Munich-QF-Roberto_Bautista_Agut-Philipp_Kohlschreiber,Roberto Bautista Agut,Total,72,41,17,26,6,20180504,M,Munich,QF
9185,20180504-M-Munich-QF-Roberto_Bautista_Agut-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,69,28,20,45,7,20180504,M,Munich,QF
9189,20030504-M-Munich-F-Roger_Federer-Jarkko_Nieminen,Roger Federer,Total,61,28,22,24,8,20030504,M,Munich,F
9193,20030504-M-Munich-F-Roger_Federer-Jarkko_Nieminen,Jarkko Nieminen,Total,46,61,25,16,2,20030504,M,Munich,F
9197,20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,Roger Federer,Total,93,64,43,30,2,20020203,M,Milan,F
9201,20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,Davide Sanguinetti,Total,137,46,21,18,4,20020203,M,Milan,F
9205,19930801-M-Canada_Masters-F-Todd_Martin-Mikael_Pernfors,Todd Martin,Total,99,37,24,21,1,19930801,M,Canada_Masters,F
9209,19930801-M-Canada_Masters-F-Todd_Martin-Mikael_Pernfors,Mikael Pernfors,Total,52,48,27,41,7,19930801,M,Canada_Masters,F
9213,20180412-M-Marrakech-R16-Joao_Sousa-Mirza_Basic,Joao Sousa,Total,96,43,41,49,18,20180412,M,Marrakech,R16
9217,20180412-M-Marrakech-R16-Joao_Sousa-Mirza_Basic,Mirza Basic,Total,114,35,41,36,3,20180412,M,Marrakech,R16
9221,20021013-M-Vienna-F-Roger_Federer-Jiri_Novak,Roger Federer,Total,112,68,62,24,5,20021013,M,Vienna,F
9225,20021013-M-Vienna-F-Roger_Federer-Jiri_Novak,Jiri Novak,Total,153,55,39,43,2,20021013,M,Vienna,F
9229,20030216-M-Marseille-F-Jonas_Bjorkman-Roger_Federer,Jonas Bjorkman,Total,36,20,15,13,0,20030216,M,Marseille,F
9233,20030216-M-Marseille-F-Jonas_Bjorkman-Roger_Federer,Roger Federer,Total,50,33,25,15,1,20030216,M,Marseille,F
9237,20031012-M-Vienna-F-Roger_Federer-Carlos_Moya,Roger Federer,Total,69,31,17,30,4,20031012,M,Vienna,F
9241,20031012-M-Vienna-F-Roger_Federer-Carlos_Moya,Carlos Moya,Total,57,38,24,34,3,20031012,M,Vienna,F
9245,20180513-M-Madrid_Masters-F-Dominic_Thiem-Alexander_Zverev,Dominic Thiem,Total,68,28,13,17,6,20180513,M,Madrid_Masters,F
9249,20180513-M-Madrid_Masters-F-Dominic_Thiem-Alexander_Zverev,Alexander Zverev,Total,60,37,11,14,4,20180513,M,Madrid_Masters,F
9253,20180511-M-Madrid_Masters-QF-Rafael_Nadal-Dominic_Thiem,Rafael Nadal,Total,99,50,29,23,10,20180511,M,Madrid_Masters,QF
9257,20180511-M-Madrid_Masters-QF-Rafael_Nadal-Dominic_Thiem,Dominic Thiem,Total,83,59,26,32,7,20180511,M,Madrid_Masters,QF
9261,20061029-M-Basel-F-Roger_Federer-Fernando_Gonzalez,Roger Federer,Total,64,31,34,22,8,20061029,M,Basel,F
9265,20061029-M-Basel-F-Roger_Federer-Fernando_Gonzalez,Fernando Gonzalez,Total,83,36,20,26,3,20061029,M,Basel,F
9269,20180426-M-Barcelona-R16-Pablo_Carreno_Busta-Adrian_Mannarino,Pablo Carreno Busta,Total,256,85,76,37,9,20180426,M,Barcelona,R16
9273,20180426-M-Barcelona-R16-Pablo_Carreno_Busta-Adrian_Mannarino,Adrian Mannarino,Total,323,53,46,27,4,20180426,M,Barcelona,R16
9277,20180425-M-Barcelona-R32-Pablo_Carreno_Busta-Benoit_Paire,Pablo Carreno Busta,Total,48,16,15,17,5,20180425,M,Barcelona,R32
9281,20180425-M-Barcelona-R32-Pablo_Carreno_Busta-Benoit_Paire,Benoit Paire,Total,37,27,21,8,1,20180425,M,Barcelona,R32
9285,20060107-M-Doha-F-Roger_Federer-Gael_Monfils,Roger Federer,Total,144,59,23,42,8,20060107,M,Doha,F
9289,20060107-M-Doha-F-Roger_Federer-Gael_Monfils,Gael Monfils,Total,120,100,15,39,7,20060107,M,Doha,F
9293,20160504-M-Madrid_Masters-R32-Novak_Djokovic-Borna_Coric,Novak Djokovic,Total,69,37,24,22,1,20160504,M,Madrid_Masters,R32
9297,20160504-M-Madrid_Masters-R32-Novak_Djokovic-Borna_Coric,Borna Coric,Total,73,33,26,24,4,20160504,M,Madrid_Masters,R32
9301,20040711-M-Gstaad-F-Roger_Federer-Igor_Andreev,Roger Federer,Total,82,38,19,22,7,20040711,M,Gstaad,F
9305,20040711-M-Gstaad-F-Roger_Federer-Igor_Andreev,Igor Andreev,Total,70,53,13,40,5,20040711,M,Gstaad,F
9309,20180427-M-Barcelona-QF-Grigor_Dimitrov-Pablo_Carreno_Busta,Grigor Dimitrov,Total,100,33,17,39,10,20180427,M,Barcelona,QF
9313,20180427-M-Barcelona-QF-Grigor_Dimitrov-Pablo_Carreno_Busta,Pablo Carreno Busta,Total,108,33,22,34,7,20180427,M,Barcelona,QF
9317,20180428-M-Barcelona-SF-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,Total,121,44,26,36,14,20180428,M,Barcelona,SF
9321,20180428-M-Barcelona-SF-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,Total,139,30,26,31,10,20180428,M,Barcelona,SF
9325,20011028-M-Basel-F-Tim_Henman-Roger_Federer,Tim Henman,Total,47,28,11,14,4,20011028,M,Basel,F
9329,20011028-M-Basel-F-Tim_Henman-Roger_Federer,Roger Federer,Total,55,36,14,25,6,20011028,M,Basel,F
9333,20180330-M-Miami_Masters-SF-John_Isner-Juan_Martin_Del_Potro,John Isner,Total,20,9,21,31,7,20180330,M,Miami_Masters,SF
9337,20180330-M-Miami_Masters-SF-John_Isner-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,43,22,6,4,3,20180330,M,Miami_Masters,SF
9341,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,Rafael Nadal,Total,131,21,41,23,5,20180519,M,Rome_Masters,SF
9345,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,Novak Djokovic,Total,94,36,59,23,6,20180519,M,Rome_Masters,SF
9349,19920815-M-Cincinnati_Masters-SF-Michael_Chang-Ivan_Lendl,Michael Chang,Total,112,21,38,31,20,19920815,M,Cincinnati_Masters,SF
9353,19920815-M-Cincinnati_Masters-SF-Michael_Chang-Ivan_Lendl,Ivan Lendl,Total,153,16,25,20,9,19920815,M,Cincinnati_Masters,SF
9357,19920815-M-Cincinnati_Masters-SF-Pete_Sampras-Stefan_Edberg,Pete Sampras,Total,17,8,8,10,0,19920815,M,Cincinnati_Masters,SF
9361,19920815-M-Cincinnati_Masters-SF-Pete_Sampras-Stefan_Edberg,Stefan Edberg,Total,20,7,12,6,0,19920815,M,Cincinnati_Masters,SF
9365,19920816-M-Cincinnati_Masters-F-Pete_Sampras-Ivan_Lendl,Pete Sampras,Total,54,23,13,32,4,19920816,M,Cincinnati_Masters,F
9369,19920816-M-Cincinnati_Masters-F-Pete_Sampras-Ivan_Lendl,Ivan Lendl,Total,78,20,24,26,5,19920816,M,Cincinnati_Masters,F
9373,19930814-M-Cincinnati_Masters-SF-Michael_Chang-Andre_Agassi,Michael Chang,Total,109,33,37,14,7,19930814,M,Cincinnati_Masters,SF
9377,19930814-M-Cincinnati_Masters-SF-Michael_Chang-Andre_Agassi,Andre Agassi,Total,103,23,48,18,5,19930814,M,Cincinnati_Masters,SF
9381,19930815-M-Cincinnati_Masters-F-Stefan_Edberg-Michael_Chang,Stefan Edberg,Total,36,12,15,9,0,19930815,M,Cincinnati_Masters,F
9385,19930815-M-Cincinnati_Masters-F-Stefan_Edberg-Michael_Chang,Michael Chang,Total,51,25,25,21,0,19930815,M,Cincinnati_Masters,F
9389,19930814-M-Cincinnati_Masters-SF-Stefan_Edberg-Pete_Sampras,Stefan Edberg,Total,12,5,9,2,0,19930814,M,Cincinnati_Masters,SF
9393,19930814-M-Cincinnati_Masters-SF-Stefan_Edberg-Pete_Sampras,Pete Sampras,Total,24,10,10,7,0,19930814,M,Cincinnati_Masters,SF
9397,19980802-M-Kitzbuhel-SF-Andrea_Gaudenzi-Francisco_Clavet,Andrea Gaudenzi,Total,114,49,53,39,8,19980802,M,Kitzbuhel,SF
9401,19980802-M-Kitzbuhel-SF-Andrea_Gaudenzi-Francisco_Clavet,Francisco Clavet,Total,108,82,38,33,4,19980802,M,Kitzbuhel,SF
9405,20180520-M-Rome_Masters-F-Rafael_Nadal-Alexander_Zverev,Rafael Nadal,Total,151,55,26,24,10,20180520,M,Rome_Masters,F
9409,20180520-M-Rome_Masters-F-Rafael_Nadal-Alexander_Zverev,Alexander Zverev,Total,133,54,38,26,4,20180520,M,Rome_Masters,F
9413,20081114-M-Masters_Cup-RR-Roger_Federer-Andy_Murray,Roger Federer,Total,192,92,64,42,10,20081114,M,Masters_Cup,RR
9417,20081114-M-Masters_Cup-RR-Roger_Federer-Andy_Murray,Andy Murray,Total,208,87,56,55,8,20081114,M,Masters_Cup,RR
9421,19930509-M-Hamburg_Masters-F-Michael_Stich-Andrei_Chesnokov,Michael Stich,Total,71,78,18,21,0,19930509,M,Hamburg_Masters,F
9425,19930509-M-Hamburg_Masters-F-Michael_Stich-Andrei_Chesnokov,Andrei Chesnokov,Total,92,91,42,42,0,19930509,M,Hamburg_Masters,F
9429,20070122-M-Australian_Open-R16-Roger_Federer-Novak_Djokovic,Roger Federer,Total,91,65,29,24,2,20070122,M,Australian_Open,R16
9433,20070122-M-Australian_Open-R16-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,91,64,24,35,4,20070122,M,Australian_Open,R16
9437,20150321-M-Indian_Wells_Masters-SF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,90,77,23,35,1,20150321,M,Indian_Wells_Masters,SF
9441,20150321-M-Indian_Wells_Masters-SF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,100,55,26,39,4,20150321,M,Indian_Wells_Masters,SF
9445,20110504-M-Madrid_Masters-R32-Novak_Djokovic-Kevin_Anderson,Novak Djokovic,Total,84,45,25,36,2,20110504,M,Madrid_Masters,R32
9449,20110504-M-Madrid_Masters-R32-Novak_Djokovic-Kevin_Anderson,Kevin Anderson,Total,76,69,28,24,5,20110504,M,Madrid_Masters,R32
9453,20091129-M-Tour_Finals-F-Nikolay_Davydenko-Juan_Martin_Del_Potro,Nikolay Davydenko,Total,50,72,11,25,3,20091129,M,Tour_Finals,F
9457,20091129-M-Tour_Finals-F-Nikolay_Davydenko-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,55,77,6,24,0,20091129,M,Tour_Finals,F
9461,20140815-M-Cincinnati_Masters-QF-Andy_Murray-Roger_Federer,Andy Murray,Total,93,48,26,47,5,20140815,M,Cincinnati_Masters,QF
9465,20140815-M-Cincinnati_Masters-QF-Andy_Murray-Roger_Federer,Roger Federer,Total,85,60,18,22,5,20140815,M,Cincinnati_Masters,QF
9469,20091114-M-Paris_Masters-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,53,28,28,29,2,20091114,M,Paris_Masters,SF
9473,20091114-M-Paris_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,57,40,20,13,3,20091114,M,Paris_Masters,SF
9477,19920912-M-US_Open-SF-Michael_Chang-Stefan_Edberg,Michael Chang,Total,189,69,69,36,1,19920912,M,US_Open,SF
9481,19920912-M-US_Open-SF-Michael_Chang-Stefan_Edberg,Stefan Edberg,Total,105,44,49,23,0,19920912,M,US_Open,SF
9485,20180528-M-Roland_Garros-R128-Borna_Coric-Philipp_Kohlschreiber,Borna Coric,Total,109,29,35,41,8,20180528,M,Roland_Garros,R128
9489,20180528-M-Roland_Garros-R128-Borna_Coric-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,106,47,30,28,9,20180528,M,Roland_Garros,R128
9493,20090404-M-Miami_Masters-SF-Roger_Federer-Novak_Djokovic,Roger Federer,Total,88,77,14,29,8,20090404,M,Miami_Masters,SF
9497,20090404-M-Miami_Masters-SF-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,97,69,15,30,3,20090404,M,Miami_Masters,SF
9501,20140903-M-US_Open-QF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,160,155,54,72,13,20140903,M,US_Open,QF
9505,20140903-M-US_Open-QF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,246,125,24,57,4,20140903,M,US_Open,QF
9509,20010225-M-Rotterdam-F-Roger_Federer-Nicolas_Escude,Roger Federer,Total,114,97,53,50,12,20010225,M,Rotterdam,F
9513,20010225-M-Rotterdam-F-Roger_Federer-Nicolas_Escude,Nicolas Escude,Total,179,89,27,17,2,20010225,M,Rotterdam,F
9517,20050220-M-Rotterdam-F-Roger_Federer-Ivan_Ljubicic,Roger Federer,Total,122,66,35,42,11,20050220,M,Rotterdam,F
9521,20050220-M-Rotterdam-F-Roger_Federer-Ivan_Ljubicic,Ivan Ljubicic,Total,149,70,25,40,1,20050220,M,Rotterdam,F
9525,19960616-M-Queens_Club-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Total,10,5,11,4,0,19960616,M,Queens_Club,F
9529,19960616-M-Queens_Club-F-Stefan_Edberg-Boris_Becker,Boris Becker,Total,9,5,5,0,0,19960616,M,Queens_Club,F
9533,20141004-M-Beijing-SF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,126,84,40,37,7,20141004,M,Beijing,SF
9537,20141004-M-Beijing-SF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,147,66,27,37,4,20141004,M,Beijing,SF
9541,20050612-M-Halle-F-Roger_Federer-Marat_Safin,Roger Federer,Total,52,44,18,11,2,20050612,M,Halle,F
9545,20050612-M-Halle-F-Roger_Federer-Marat_Safin,Marat Safin,Total,60,47,16,16,1,20050612,M,Halle,F
9549,20050226-M-Dubai-F-Roger_Federer-Ivan_Ljubicic,Roger Federer,Total,80,56,12,32,10,20050226,M,Dubai,F
9553,20050226-M-Dubai-F-Roger_Federer-Ivan_Ljubicic,Ivan Ljubicic,Total,104,59,22,33,1,20050226,M,Dubai,F
9557,20030301-M-Dubai-F-Roger_Federer-Jiri_Novak,Roger Federer,Total,86,71,39,27,2,20030301,M,Dubai,F
9561,20030301-M-Dubai-F-Roger_Federer-Jiri_Novak,Jiri Novak,Total,108,60,30,29,2,20030301,M,Dubai,F
9565,20030713-M-Gstaad-F-Roger_Federer-Jiri_Novak,Roger Federer,Total,97,62,23,33,4,20030713,M,Gstaad,F
9569,20030713-M-Gstaad-F-Roger_Federer-Jiri_Novak,Jiri Novak,Total,103,71,38,53,2,20030713,M,Gstaad,F
9573,20180604-M-Roland_Garros-R16-John_Isner-Juan_Martin_Del_Potro,John Isner,Total,35,17,21,39,4,20180604,M,Roland_Garros,R16
9577,20180604-M-Roland_Garros-R16-John_Isner-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,62,14,7,26,3,20180604,M,Roland_Garros,R16
9581,20180605-M-Roland_Garros-QF-Alexander_Zverev-Dominic_Thiem,Alexander Zverev,Total,119,33,47,25,3,20180605,M,Roland_Garros,QF
9585,20180605-M-Roland_Garros-QF-Alexander_Zverev-Dominic_Thiem,Dominic Thiem,Total,131,33,9,29,8,20180605,M,Roland_Garros,QF
9589,20060723-M-Amersfoort-F-Novak_Djokovic-Nicolas_Massu,Novak Djokovic,Total,96,46,17,31,6,20060723,M,Amersfoort,F
9593,20060723-M-Amersfoort-F-Novak_Djokovic-Nicolas_Massu,Nicolas Massu,Total,69,68,20,40,7,20060723,M,Amersfoort,F
9597,20000928-M-Olympics-F-Yevgeny_Kafelnikov-Tommy_Haas,Yevgeny Kafelnikov,Total,241,39,45,62,9,20000928,M,Olympics,F
9601,20000928-M-Olympics-F-Yevgeny_Kafelnikov-Tommy_Haas,Tommy Haas,Total,183,83,77,44,8,20000928,M,Olympics,F
9605,20090110-M-Doha-F-Andy_Roddick-Andy_Murray,Andy Roddick,Total,73,31,26,29,7,20090110,M,Doha,F
9609,20090110-M-Doha-F-Andy_Roddick-Andy_Murray,Andy Murray,Total,100,43,24,13,1,20090110,M,Doha,F
9613,20180605-M-Roland_Garros-QF-Marco_Cecchinato-Novak_Djokovic,Marco Cecchinato,Total,187,68,48,62,15,20180605,M,Roland_Garros,QF
9617,20180605-M-Roland_Garros-QF-Marco_Cecchinato-Novak_Djokovic,Novak Djokovic,Total,215,50,57,59,14,20180605,M,Roland_Garros,QF
9621,20121007-M-Beijing-F-Novak_Djokovic-Jo_Wilfried_Tsonga,Novak Djokovic,Total,80,37,10,30,7,20121007,M,Beijing,F
9625,20121007-M-Beijing-F-Novak_Djokovic-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Total,65,36,20,28,4,20121007,M,Beijing,F
9629,20090601-M-Roland_Garros-R16-Roger_Federer-Tommy_Haas,Roger Federer,Total,102,75,25,61,8,20090601,M,Roland_Garros,R16
9633,20090601-M-Roland_Garros-R16-Roger_Federer-Tommy_Haas,Tommy Haas,Total,110,91,27,38,1,20090601,M,Roland_Garros,R16
9637,20070107-M-Adelaide-F-Chris_Guccione-Novak_Djokovic,Chris Guccione,Total,26,29,10,16,0,20070107,M,Adelaide,F
9641,20070107-M-Adelaide-F-Chris_Guccione-Novak_Djokovic,Novak Djokovic,Total,47,49,16,27,0,20070107,M,Adelaide,F
9645,20041026-M-St_Petersburg-R32-Sargis_Sargsian-Irakli_Labadze,Sargis Sargsian,Total,71,59,15,16,0,20041026,M,St_Petersburg,R32
9649,20041026-M-St_Petersburg-R32-Sargis_Sargsian-Irakli_Labadze,Irakli Labadze,Total,66,43,30,26,3,20041026,M,St_Petersburg,R32
9653,20180531-M-Roland_Garros-R64-Marton_Fucsovics-Kyle_Edmund,Marton Fucsovics,Total,86,47,21,26,10,20180531,M,Roland_Garros,R64
9657,20180531-M-Roland_Garros-R64-Marton_Fucsovics-Kyle_Edmund,Kyle Edmund,Total,82,36,30,46,6,20180531,M,Roland_Garros,R64
9661,20180608-M-Roland_Garros-SF-Rafael_Nadal-Juan_Martin_Del_Potro,Rafael Nadal,Total,126,28,53,28,7,20180608,M,Roland_Garros,SF
9665,20180608-M-Roland_Garros-SF-Rafael_Nadal-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,120,41,35,32,9,20180608,M,Roland_Garros,SF
